Action_Label,lifting_cup_7s
Fs_Hz,250
Total_Samples,1750

Sample_Index,Raw_EMG,Envelope
0,474.0,528.2666666666667
1,475.0,528.9333333333333
2,502.0,528.9
3,515.0,528.3
4,504.0,528.5333333333333
5,478.0,528.7333333333333
6,478.0,529.0333333333333
7,504.0,529.1333333333333
8,520.0,528.6333333333333
9,506.0,528.6666666666666
10,483.0,528.8666666666667
11,481.0,529.3
12,500.0,529.4
13,509.0,528.6666666666666
14,496.0,529.1
15,467.0,529.6666666666666
16,465.0,530.4666666666667
17,481.0,531.4
18,498.0,531.3333333333334
19,488.0,532.0333333333333
20,460.0,532.7333333333333
21,455.0,533.7333333333333
22,474.0,534.9333333333333
23,492.0,535.1
24,480.0,536.0666666666667
25,455.0,536.8666666666667
26,453.0,537.8
27,476.0,538.8
28,494.0,539.1666666666666
29,483.0,539.8666666666667
30,459.0,540.3666666666667
31,458.0,540.9333333333333
32,480.0,541.6666666666666
33,499.0,542.0
34,487.0,542.5666666666667
35,461.0,543.1333333333333
36,463.0,543.6333333333333
37,484.0,544.3
38,505.0,544.2666666666667
39,499.0,544.5
40,480.0,544.6
41,478.0,544.7
42,496.0,544.8333333333334
43,512.0,544.7333333333333
44,507.0,544.3666666666667
45,485.0,543.7666666666667
46,481.0,543.2333333333333
47,501.0,542.5666666666667
48,509.0,542.2
49,488.0,542.2
50,476.0,541.6666666666666
51,496.0,540.3
52,531.0,539.6666666666666
53,546.0,540.1333333333333
54,531.0,539.7
55,503.0,538.1
56,499.0,536.5666666666667
57,521.0,535.6666666666666
58,536.0,535.8666666666667
59,522.0,535.2333333333333
60,495.0,534.0333333333333
61,500.0,532.6333333333333
62,522.0,531.9
63,535.0,532.2333333333333
64,527.0,531.9
65,503.0,530.5
66,505.0,529.1
67,526.0,528.6333333333333
68,545.0,529.5
69,532.0,529.7333333333333
70,504.0,528.9333333333333
71,503.0,528.1
72,528.0,528.1
73,541.0,529.0666666666667
74,527.0,529.4
75,500.0,528.9
76,502.0,528.2
77,523.0,528.2
78,536.0,528.9
79,525.0,528.5333333333333
80,497.0,527.8333333333334
81,495.0,527.8666666666667
82,519.0,527.4666666666667
83,535.0,527.1
84,522.0,526.8
85,497.0,527.0
86,494.0,527.1666666666666
87,519.0,527.1
88,540.0,527.2333333333333
89,530.0,527.5
90,501.0,527.3
91,499.0,527.3333333333334
92,526.0,527.4666666666667
93,547.0,527.8666666666667
94,550.0,528.6333333333333
95,525.0,528.7666666666667
96,523.0,528.9
97,555.0,529.8666666666667
98,582.0,531.1
