Action_Label,closing_fist
Fs_Hz,250
Total_Samples,1250

Sample_Index,Raw_EMG,Envelope
0,543.0,533.4666666666667
1,518.0,533.4333333333333
2,477.0,533.5666666666667
3,482.0,533.6666666666666
4,526.0,533.9333333333333
5,545.0,533.9666666666667
6,520.0,534.0
7,482.0,534.0333333333333
8,489.0,534.0
9,525.0,534.0
10,542.0,533.9666666666667
11,518.0,534.0
12,479.0,534.0
13,486.0,534.0333333333333
14,524.0,533.9666666666667
15,542.0,533.9333333333333
16,518.0,533.9333333333333
17,483.0,533.8666666666667
18,486.0,533.8666666666667
19,522.0,533.8
20,538.0,533.6666666666666
21,518.0,533.6666666666666
22,483.0,533.5
23,489.0,533.1666666666666
24,525.0,533.2666666666667
25,542.0,533.2
26,517.0,533.0666666666667
27,480.0,533.1333333333333
28,487.0,533.1333333333333
29,519.0,532.9
30,539.0,532.7666666666667
31,518.0,532.7666666666667
32,483.0,532.5666666666667
33,486.0,532.4333333333333
34,527.0,532.4666666666667
35,545.0,532.4666666666667
36,519.0,532.4333333333333
37,483.0,532.4
38,488.0,532.4333333333333
39,524.0,532.4
40,540.0,532.3333333333334
41,519.0,532.3666666666667
42,484.0,532.2
43,490.0,532.0666666666667
44,527.0,532.1666666666666
45,544.0,532.2333333333333
46,520.0,532.3
47,483.0,532.3
48,488.0,532.2333333333333
49,525.0,532.3333333333334
50,540.0,532.4
51,518.0,532.4
52,483.0,532.4
53,489.0,532.4
54,525.0,532.4
55,543.0,532.4333333333333
56,517.0,532.4333333333333
57,480.0,532.4333333333333
58,487.0,532.4333333333333
59,525.0,532.6333333333333
60,543.0,532.7666666666667
61,520.0,532.8333333333334
62,480.0,532.9333333333333
63,487.0,532.9
64,521.0,532.7
65,535.0,532.3666666666667
66,520.0,532.4
67,485.0,532.3333333333334
68,490.0,532.2666666666667
69,525.0,532.3
70,541.0,532.3333333333334
71,516.0,532.2333333333333
72,479.0,532.4
73,487.0,532.5
74,524.0,532.4
75,544.0,532.4
76,519.0,532.3666666666667
77,480.0,532.4666666666667
78,486.0,532.5333333333333
79,523.0,532.4666666666667
80,541.0,532.5
81,516.0,532.4333333333333
82,478.0,532.6
83,485.0,532.7333333333333
84,520.0,532.5666666666667
85,543.0,532.5666666666667
86,522.0,532.7333333333333
87,483.0,532.6333333333333
88,488.0,532.6
89,526.0,532.6333333333333
90,543.0,532.6333333333333
91,513.0,532.4
92,478.0,532.4666666666667
93,487.0,532.4666666666667
94,525.0,532.6
95,544.0,532.9
96,519.0,532.8666666666667
97,481.0,533.0
98,487.0,533.1
99,526.0,533.1333333333333
100,544.0,533.2333333333333
101,520.0,533.3666666666667
102,482.0,533.2666666666667
103,487.0,533.2666666666667
104,523.0,533.2333333333333
105,541.0,533.1333333333333
106,519.0,533.1333333333333
107,480.0,533.1333333333333
108,485.0,533.1666666666666
109,522.0,533.1333333333333
110,545.0,533.2666666666667
111,522.0,533.4666666666667
112,483.0,533.3
113,489.0,533.1666666666666
114,523.0,533.2666666666667
115,536.0,533.0333333333333
116,519.0,532.9333333333333
117,481.0,533.0
