Action_Label,open_fist
Fs_Hz,250
Total_Samples,1250

Sample_Index,Raw_EMG,Envelope
0,472.0,555.3666666666667
1,549.0,555.3666666666667
2,583.0,555.5333333333333
3,508.0,555.6
4,445.0,555.7
5,472.0,555.6666666666666
6,545.0,555.3333333333334
7,574.0,554.9333333333333
8,504.0,555.0666666666667
9,458.0,554.7333333333333
10,474.0,554.6
11,544.0,554.3666666666667
12,586.0,554.4666666666667
13,526.0,554.9
14,449.0,554.8333333333334
15,473.0,554.9333333333333
16,533.0,554.2
17,570.0,553.8
18,510.0,553.6
19,454.0,553.6666666666666
20,455.0,554.1
21,536.0,553.8
22,576.0,553.2666666666667
23,528.0,553.6666666666666
24,461.0,553.2666666666667
25,475.0,553.0333333333333
26,535.0,552.6
27,580.0,552.5
28,514.0,552.5333333333333
29,451.0,552.6
30,458.0,553.0666666666667
31,540.0,552.7666666666667
32,576.0,552.5333333333333
33,512.0,552.4
34,448.0,552.3
35,458.0,552.7666666666667
36,523.0,552.0333333333333
37,572.0,551.9666666666667
38,518.0,551.9
39,463.0,551.7333333333333
40,479.0,551.5666666666667
41,547.0,551.6666666666666
42,584.0,551.6
43,519.0,551.3666666666667
44,451.0,551.3
45,466.0,551.5333333333333
46,539.0,551.7333333333333
47,584.0,552.2
48,519.0,552.3666666666667
49,443.0,552.7333333333333
50,461.0,552.5333333333333
51,540.0,552.6666666666666
52,580.0,552.8
53,515.0,552.3666666666667
54,447.0,552.8333333333334
55,462.0,553.2666666666667
56,534.0,553.2333333333333
57,572.0,552.9666666666667
58,503.0,553.2
59,439.0,553.6
60,476.0,553.0
61,549.0,553.3
62,593.0,553.8666666666667
63,530.0,554.4666666666667
64,460.0,554.0666666666667
65,476.0,553.4666666666667
66,545.0,554.2
67,585.0,554.6333333333333
68,517.0,554.6
69,449.0,555.0666666666667
70,454.0,555.9
71,521.0,555.0333333333333
72,577.0,554.8
73,529.0,555.1333333333333
74,452.0,555.1
75,458.0,555.3666666666667
76,543.0,555.5
77,583.0,555.4666666666667
78,523.0,555.6
