Action_Label,closing
Fs_Hz,250
Total_Samples,1250

Sample_Index,Raw_EMG,Envelope
0,514.0,521.6
1,515.0,521.5
2,511.0,521.0666666666667
3,527.0,520.6333333333333
4,508.0,520.7333333333333
5,510.0,520.4333333333333
6,503.0,520.6
7,522.0,520.5333333333333
8,534.0,520.5
9,504.0,520.5666666666667
10,511.0,520.5666666666667
11,518.0,520.5
12,518.0,520.6666666666666
13,516.0,520.1333333333333
14,508.0,519.9
15,517.0,519.9666666666667
16,512.0,519.9
17,519.0,519.8333333333334
18,530.0,520.0
19,504.0,519.7
20,500.0,519.9
21,516.0,519.5666666666667
22,524.0,519.7333333333333
23,537.0,519.8666666666667
24,508.0,519.7333333333333
25,518.0,519.9
26,519.0,519.9333333333333
27,523.0,519.9666666666667
28,534.0,519.9666666666667
29,495.0,520.5
30,507.0,520.6
31,519.0,520.7333333333333
32,524.0,521.1
33,531.0,521.2333333333333
34,508.0,521.2333333333333
35,516.0,521.3
36,514.0,521.0666666666667
37,517.0,520.9
38,538.0,521.0333333333333
39,510.0,520.8333333333334
40,512.0,520.8
41,518.0,520.8
42,520.0,520.8666666666667
43,534.0,521.4666666666667
44,510.0,521.4
45,515.0,521.3333333333334
46,509.0,521.4333333333333
47,526.0,521.6666666666666
48,539.0,521.9666666666667
49,508.0,521.8333333333334
50,512.0,521.4333333333333
51,512.0,521.3
52,515.0,521.0
53,533.0,520.8666666666667
54,501.0,521.1
55,514.0,520.9666666666667
56,520.0,521.0
57,523.0,521.0
58,518.0,520.4666666666667
59,493.0,520.5333333333333
60,504.0,520.6333333333333
61,513.0,520.4333333333333
62,501.0,520.4
63,536.0,520.5666666666667
64,511.0,520.4666666666667
65,517.0,520.5
66,523.0,520.8
67,531.0,521.2666666666667
68,534.0,521.1333333333333
69,502.0,521.4
70,507.0,521.5666666666667
71,512.0,521.3666666666667
72,522.0,521.4333333333333
73,531.0,521.3333333333334
74,505.0,521.5
75,515.0,521.5
76,515.0,521.5
77,519.0,521.2666666666667
78,528.0,520.9
79,495.0,521.3333333333334
80,506.0,521.5333333333333
81,514.0,521.6
82,528.0,522.0333333333333
83,533.0,522.0333333333333
84,502.0,522.0
85,504.0,522.2
86,513.0,521.9666666666667
87,511.0,521.6333333333333
88,523.0,521.8
89,503.0,521.4666666666667
90,508.0,521.3333333333334
91,518.0,521.5
92,524.0,521.5333333333333
93,533.0,521.4333333333333
94,499.0,521.8333333333334
95,507.0,521.8333333333334
96,512.0,521.4666666666667
97,524.0,521.2333333333333
98,525.0,520.9333333333333
99,499.0,521.0333333333333
100,515.0,520.9666666666667
101,514.0,521.0333333333333
102,522.0,521.0333333333333
103,531.0,521.0333333333333
104,491.0,521.5
105,495.0,521.9666666666667
106,513.0,521.9
107,527.0,522.1666666666666
108,538.0,522.5
109,505.0,522.1666666666666
110,508.0,522.1
111,502.0,522.3666666666667
112,503.0,522.1333333333333
113,521.0,521.7333333333333
114,515.0,521.5
115,522.0,521.5666666666667
116,517.0,521.7
117,526.0,522.1333333333333
118,532.0,522.4333333333333
119,499.0,522.5666666666667
120,511.0,522.4666666666667
121,514.0,522.3333333333334
122,527.0,522.4333333333333
123,528.0,522.2666666666667
124,498.0,522.3
125,515.0,522.2333333333333
126,511.0,522.2666666666667
127,519.0,522.1
128,527.0,522.1666666666666
129,496.0,522.2666666666667
130,509.0,522.2666666666667
131,514.0,522.2666666666667
132,519.0,522.1666666666666
133,527.0,522.0333333333333
134,494.0,521.9333333333333
135,506.0,521.5666666666667
136,507.0,521.7
137,515.0,521.3
138,516.0,520.5666666666667
139,495.0,520.9
140,505.0,521.0
