Action_Label,closing_fist_C
Fs_Hz,250
Total_Samples,1250

Sample_Index,Raw_EMG,Envelope
0,508.0,515.0333333333333
1,511.0,515.0
2,511.0,514.9
3,503.0,515.1333333333333
4,503.0,515.3666666666667
5,512.0,515.3666666666667
6,512.0,515.3
7,512.0,515.1666666666666
8,509.0,515.1
9,510.0,515.0333333333333
10,510.0,515.0333333333333
11,508.0,515.0666666666667
12,510.0,515.0
13,507.0,514.9666666666667
14,506.0,515.0
15,507.0,515.1
16,509.0,515.1333333333333
17,512.0,515.0666666666667
18,511.0,515.0333333333333
19,510.0,515.0
20,510.0,514.8333333333334
21,507.0,514.8
22,507.0,514.9
23,510.0,514.9333333333333
24,511.0,514.9333333333333
25,511.0,514.9
26,509.0,514.8333333333334
27,508.0,514.8333333333334
28,507.0,514.9666666666667
29,509.0,515.0
30,510.0,514.9333333333333
31,508.0,515.0333333333333
32,510.0,515.0666666666667
33,509.0,514.8666666666667
34,510.0,514.6333333333333
35,512.0,514.6333333333333
36,509.0,514.7333333333333
37,509.0,514.8333333333334
38,513.0,514.7666666666667
39,514.0,514.7666666666667
40,514.0,514.7666666666667
41,512.0,514.6333333333333
42,509.0,514.6666666666666
43,508.0,514.6333333333333
44,513.0,514.4666666666667
45,512.0,514.3
46,513.0,514.2333333333333
47,513.0,514.2666666666667
48,511.0,514.2666666666667
49,511.0,514.2333333333333
50,511.0,514.2
51,511.0,514.0666666666667
52,513.0,513.9333333333333
53,513.0,513.9
54,511.0,513.9
55,513.0,513.9
56,512.0,513.8
57,509.0,513.7666666666667
58,511.0,513.6333333333333
59,512.0,513.5333333333333
60,515.0,513.5666666666667
61,514.0,513.5
62,511.0,513.4666666666667
63,513.0,513.4
64,511.0,513.3666666666667
65,510.0,513.4333333333333
66,507.0,513.5
67,505.0,513.6333333333333
68,495.0,514.1666666666666
69,479.0,515.2
70,477.0,516.3
71,471.0,517.6666666666666
72,432.0,520.2333333333333
73,405.0,523.6666666666666
74,425.0,526.5333333333333
75,462.0,528.2
76,502.0,528.5
77,531.0,529.1
78,528.0,529.6
79,531.0,530.2
80,538.0,531.0333333333333
81,523.0,531.3666666666667
82,438.0,533.8
83,284.0,541.3666666666667
84,123.0,554.3
85,131.0,566.9666666666667
86,168.0,578.4333333333334
87,67.0,593.1666666666666
88,34.0,609.0666666666666
89,156.0,620.9333333333334
90,163.0,632.4666666666667
91,124.0,645.3333333333334
92,84.0,659.5666666666666
93,191.0,670.2333333333333
94,377.0,674.7
95,653.0,679.3333333333334
96,644.0,683.5666666666666
97,569.0,685.2333333333333
98,538.0,685.5333333333333
