Action_Label,closing_fist
Fs_Hz,250
Total_Samples,1250

Sample_Index,Raw_EMG,Envelope
0,487.0,528.5666666666667
1,508.0,528.4
2,532.0,528.4333333333333
3,531.0,528.4333333333333
4,502.0,528.4333333333333
5,486.0,528.4
6,506.0,528.4666666666667
7,528.0,528.3
8,530.0,528.3333333333334
9,504.0,528.0
10,486.0,527.9
11,497.0,528.2333333333333
12,533.0,528.3
13,535.0,528.4
14,505.0,528.3
15,487.0,528.2333333333333
16,507.0,528.2
17,531.0,528.2333333333333
18,526.0,528.2
19,501.0,528.1666666666666
20,484.0,528.1
21,506.0,528.2333333333333
22,532.0,528.1333333333333
23,532.0,528.0
24,501.0,528.1
25,484.0,528.1666666666666
26,504.0,528.3
27,530.0,528.2
28,531.0,528.1333333333333
29,500.0,528.2666666666667
30,483.0,528.4
31,500.0,528.6666666666666
32,529.0,528.5666666666667
33,529.0,528.5
34,495.0,528.7333333333333
35,482.0,528.8666666666667
36,503.0,528.9666666666667
37,521.0,528.7333333333333
38,526.0,528.6
39,501.0,528.7
40,485.0,528.7333333333333
41,506.0,528.4333333333333
42,530.0,528.3333333333334
43,529.0,528.1333333333333
44,500.0,528.3
45,483.0,528.4333333333333
46,501.0,528.6333333333333
47,531.0,528.6333333333333
48,531.0,528.8
49,501.0,528.8
50,485.0,528.7666666666667
51,505.0,528.8
52,532.0,528.8
53,530.0,528.7333333333333
54,498.0,528.8333333333334
55,484.0,528.8333333333334
56,504.0,528.8333333333334
57,531.0,528.8666666666667
58,531.0,528.8666666666667
59,501.0,528.8333333333334
60,485.0,528.7666666666667
61,506.0,528.5666666666667
62,531.0,528.6333333333333
63,530.0,528.6666666666666
64,497.0,528.6
65,478.0,528.7333333333333
66,506.0,528.6333333333333
67,532.0,529.0
68,534.0,529.2666666666667
69,502.0,529.2333333333333
70,476.0,529.5333333333333
71,507.0,529.5
72,536.0,529.7
73,536.0,529.9333333333333
74,505.0,529.7666666666667
75,488.0,529.6
76,506.0,529.4333333333333
77,515.0,528.9
78,529.0,528.8333333333334
79,505.0,528.7
80,487.0,528.6333333333333
81,507.0,528.5666666666667
82,533.0,528.6
83,533.0,528.7
84,503.0,528.5333333333333
85,483.0,528.5666666666667
86,496.0,528.8333333333334
87,528.0,528.7333333333333
88,531.0,528.7333333333333
89,499.0,528.8
90,483.0,528.8666666666667
91,501.0,529.0333333333333
92,526.0,528.8666666666667
93,529.0,528.8333333333334
94,501.0,528.7
95,486.0,528.4333333333333
96,503.0,528.5333333333333
97,532.0,528.5333333333333
98,532.0,528.4666666666667
99,496.0,528.6666666666666
100,479.0,528.5666666666667
101,499.0,528.8333333333334
102,531.0,528.6666666666666
103,534.0,528.6
104,504.0,528.6333333333333
105,474.0,529.1
106,501.0,529.2666666666667
107,529.0,529.7333333333333
108,533.0,529.8666666666667
109,504.0,529.9
110,485.0,529.9666666666667
111,504.0,530.0666666666667
112,526.0,529.8333333333334
113,529.0,529.7
114,494.0,530.0
115,484.0,529.9666666666667
116,506.0,529.6333333333333
